PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
HPC-REDItools: a novel HPC-aware tool for improved large scale RNA-editing analysis.,Tiziano Flati,Tiziano,Tiziana Castrignanò,Tiziana,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
HaploCoV: unsupervised classification and rapid detection of novel emerging variants of SARS-CoV-2.,Matteo Chiara,Matteo,Graziano Pesole,Graziano,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"Harnessing Hyperthermia: Molecular, Cellular, and Immunological Insights for Enhanced Anticancer Therapies.",Szilvia Lukácsi,Szilvia,Balázs Győrffy,Balázs,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Harvest of the Oleaginous Microalgae Scenedesmus obtusiusculus by Flocculation From Culture Based on Natural Water Sources.,Felix Bracharz,Felix,Thomas B Brück,Thomas B,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Head movement dynamics in dystonia: a multi-centre retrospective study using visual perceptive deep learning.,Robert Peach,Robert,Chi Wang Ip,Chi Wang,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.96,PASS,
Health data hubs: an analysis of existing data governance features for research.,Celia Alvarez-Romero,Celia,Carlos Luis Parra-Calderón,Carlos Luis,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Healthcare System Priorities for Successful Integration of Genomics: An Australian Focus.,Belinda L Burns,Belinda L,Kristen J Nowak,Kristen J,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Hemokinin-1 Gene Expression Is Upregulated in Trigeminal Ganglia in an Inflammatory Orofacial Pain Model: Potential Role in Peripheral Sensitization.,Timea Aczél,Timea,Kata Bölcskei,Kata,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.94,PASS,
Hemokinin-1 induces transcriptomic alterations in pain-related signaling processes in rat primary sensory neurons independent of NK1 tachykinin receptor activation.,Krisztina Takács-Lovász,Krisztina,Kata Bölcskei,Kata,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.94,PASS,
Hepatic SREBP signaling requires SPRING to govern systemic lipid metabolism in mice and humans.,Sebastian Hendrix,Sebastian,Noam Zelcer,Noam,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.75,PASS,
Hepatic steatosis and steatohepatitis: a functional meta-analysis of sex-based differences in transcriptomic studies.,José F Català-Senent,José F,Francisco García-García,Francisco,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Hepatitis C virus alters the morphology and function of peroxisomes.,Esther Martin de Fourchambault,Esther,Yves Rouillé,Yves,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.98,PASS,
Herbal Medicinal Products from Passiflora for Anxiety: An Unexploited Potential.,Lyca R da Fonseca,Lyca R,Ana Claudia F Amaral,Ana Claudia F,PASS,,,,,,,female,0.84,PASS,,,,,,,,female,0.92,PASS,
Heterogeneity and evolution of DNA mutation rates in microsatellite stable colorectal cancer,Elena Grassi,Elena,Andrea Bertotti,Andrea,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.69,PASS,
Hidden genes in birds.,Tomáš Hron,Tomáš,Daniel Elleder,Daniel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Hidden heritability due to heterogeneity across seven populations.,Felix C Tropf,Felix C,Melinda C Mills,Melinda C,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Hidden neural networks for transmembrane protein topology prediction.,Ioannis A Tamposis,Ioannis A,Pantelis G Bagos,Pantelis G,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Hidden relationships between metalloproteins unveiled by structural comparison of their metal sites.,Yana Valasatava,Yana,Antonio Rosato,Antonio,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.99,PASS,
High clonality of Mycobacterium avium subsp. paratuberculosis field isolates from red deer revealed by two different methodological approaches of comparative genomic analysis.,Silvia Turco,Silvia,Matteo Ricchi,Matteo,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
High cysteine diet reduces insulin resistance in SHR-CRP rats.,J Krijt,J,M Pravenec,M,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
High diagnostic rate of trio exome sequencing in consanguineous families with neurogenetic diseases.,Semra Hiz Kurul,Semra,Rita Horvath,Rita,PASS,,,,,,,female,0.98,PASS,,,,,,,,female,0.99,PASS,
High prevalence of mcr-1-encoded colistin resistance in commensal Escherichia coli from broiler chicken in Bangladesh.,Shahana Ahmed,Shahana,John Elmerdahl Olsen,John Elmerdahl,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,1.0,PASS,
High throughput estimation of functional cell activities reveals disease mechanisms and predicts relevant clinical outcomes.,Marta R Hidalgo,Marta R,Joaquin Dopazo,Joaquin,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
High-content live-cell multiplex screen for chemogenomic compound annotation based on nuclear morphology.,Amelie Tjaden,Amelie,Susanne Müller,Susanne,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
High-fidelity (repeat) consensus sequences from short reads using combined read clustering and assembly.,Ludwig Mann,Ludwig,Tony Heitkam,Tony,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
High-performance macromolecular data delivery and visualization for the web.,David Sehnal,David,Jaroslav Koča,Jaroslav,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
High-quality carnivoran genomes from roadkill samples enable comparative species delineation in aardwolf and bat-eared fox.,Rémi Allio,Rémi,Frédéric Delsuc,Frédéric,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
High-quality whole-genome sequence analysis of Lactobacillus paragasseri UBLG-36 reveals oxalate-degrading potential of the strain.,Yogita Mehra,Yogita,Pragasam Viswanathan,Pragasam,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,0.97,PASS,
High-resolution structure and dynamics of mitochondrial complex I-Insights into the proton pumping mechanism.,Kristian Parey,Kristian,Volker Zickermann,Volker,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,1.0,PASS,
High-throughput confocal imaging of differentiated 3D liver-like spheroid cellular stress response reporters for identification of drug-induced liver injury liability.,Steven Hiemstra,Steven,Bob van de Water,Bob,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"High-throughput screening of the Saccharomyces cerevisiae genome for 2-amino-3-methylimidazo [4,5-f] quinoline resistance identifies colon cancer-associated genes.",Michael Dolan,Michael,Michael Fasullo,Michael,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Higher estimated net endogenous acid production with lower intake of fruits and vegetables based on a dietary survey is associated with the progression of chronic kidney disease.,Koji Toba,Koji,Akihiko Saito,Akihiko,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.98,PASS,
Highlights from the 2016-2020 NEUBIAS training schools for Bioimage Analysts: a success story and key asset for analysts and life scientists.,Gabriel G Martins,Gabriel G,Kota Miura,Kota,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.74,PASS,
Highlights from the ISCB Student Council Symposia in 2016.,Bart Cuypers,Bart,Anupama Jigisha,Anupama,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Highlights of the 3rd ISCB Africa Student Council Symposium 2019 in Ghana.,Wisdom A Akurugu,Wisdom A,Sayane Shome,Sayane,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.53,PASS,
Highly accurate whole-genome imputation of SARS-CoV-2 from partial or low-quality sequences.,Francisco M Ortuño,Francisco M,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Histological Grade of Endometrioid Endometrial Cancer and Relapse Risk Can Be Predicted with Machine Learning from Gene Expression Data.,Péter Gargya,Péter,Bálint László Bálint,Bálint László,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.98,PASS,
Histone deacetylases 1 and 2 restrain CD4+ cytotoxic T lymphocyte differentiation.,Teresa Preglej,Teresa,Wilfried Ellmeier,Wilfried,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
"Historical ethnopharmacology of the herbalists from Krummhübel in the Sudety Mountains (seventeenth to nineteenth century), Silesia.",Krzysztof Spałek,Krzysztof,Jarosław Proćków,Jarosław,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
History of familial adult myoclonus epilepsy/benign adult familial myoclonic epilepsy around the world.,Samuel F Berkovic,Samuel F,Shoji Tsuji,Shoji,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
HmtVar: a new resource for human mitochondrial variations and pathogenicity data.,Roberto Preste,Roberto,Marcella Attimonelli,Marcella,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Honeybee Iflaviruses Pack Specific tRNA Fragments from Host Cells in Their Virions.,Anna Šimonová,Anna,Hana Cahová,Hana,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.97,PASS,
Host genomes for the unique SARS-CoV-2 variant leaked into Antarctic soil metagenomic sequencing data,Istvan Csabai,Istvan,Norbert Solymosi,Norbert,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
HotSpot Wizard 2.0: automated design of site-specific mutations and smart libraries in protein engineering.,Jaroslav Bendl,Jaroslav,Jiri Damborsky,Jiri,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
How B-DNA Dynamics Decipher Sequence-Selective Protein Recognition.,Federica Battistini,Federica,Modesto Orozco,Modesto,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
How Next-Generation Sequencing Has Aided Our Understanding of the Sequence Composition and Origin of B Chromosomes.,Alevtina Ruban,Alevtina,Andreas Houben,Andreas,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
"How Patient Organizations Can Drive FAIR Data Efforts to Facilitate Research and Health Care: A Report of the Virtual Second International Meeting on Duchenne Data Sharing, March 3, 2021.",Nawel van Lin,Nawel,Marco Roos,Marco,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,1.0,PASS,
How can functional annotations be derived from profiles of phenotypic annotations?,Beatriz Serrano-Solano,Beatriz,Juan A G Ranea,Juan A G,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
How community has shaped the Protein Data Bank.,Helen M Berman,Helen M,John L Markley,John L,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
How to analyze continuous and discrete repeated measures in small-sample cross-over trials?,Johan Verbeeck,Johan,Georg Zimmermann,Georg,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
How to improve the annotation of Galaxy resources? Outcomes of an online hackathon for improving the annotation of Galaxy resources for microbial data resources,Bérénice Batut,Bérénice,Paul Zierep,Paul,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"How to increase the findability, visibility, and impact of Galaxy tools for your scientific community",Paul Zierep,Paul,Ove Johan Ragnar Gustafsson,Ove Johan Ragnar,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
How to peer review: practical advice for early career researchers.,Alexander G Mathioudakis,Alexander G,Orianne Dumas,Orianne,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
"How to proceed after ""negative"" exome: A review on genetic diagnostics, limitations, challenges, and emerging new multiomics techniques.",Saskia B Wortmann,Saskia B,Clara D M van Karnebeek,Clara D M,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Human CPPED1 belongs to calcineurin-like metallophosphoesterase superfamily and dephosphorylates PI3K-AKT pathway component PAK4.,Antti M Haapalainen,Antti M,Mika Rämet,Mika,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.69,PASS,
Human cell transformation by combined lineage conversion and oncogene expression.,Biswajyoti Sahu,Biswajyoti,Jussi Taipale,Jussi,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
"Human exome and mouse embryonic expression data implicate ZFHX3, TRPS1, and CHD7 in human esophageal atresia.",Rong Zhang,Rong,Heiko Reutter,Heiko,PASS,,,,,,,female,0.55,PASS,,,,,,,,male,1.0,PASS,
Human exposome assessment platform.,Roxana Merino Martinez,Roxana,Joakim Dillner,Joakim,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Human granzyme B regulatory B cells prevent effector CD4+CD25- T cell proliferation through a mechanism dependent from lymphotoxin alpha.,Nicolas Sailliet,Nicolas,Sophie Brouard,Sophie,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
"Human gut microbiota-reactive DP8α regulatory T cells, signature and related emerging functions.",Francine Jotereau,Francine,Emmanuelle Godefroy,Emmanuelle,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.98,PASS,
Human iPSC-based neurodevelopmental models of globoid cell leukodystrophy uncover patient- and cell type-specific disease phenotypes.,Elisabeth Mangiameli,Elisabeth,Angela Gritti,Angela,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
"Human peritoneal tight junction, transporter and channel expression in health and kidney failure, and associated solute transport.",Eszter Levai,Eszter,Claus Peter Schmitt,Claus Peter,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Human placental proteomics and exon variant studies link AAT/SERPINA1 with spontaneous preterm birth.,Heli Tiensuu,Heli,Mika Rämet,Mika,PASS,,,,,,,female,0.78,PASS,,,,,,,,male,0.69,PASS,
"Human pluripotent stem cell registry: Operations, role and current directions.",Andreas Kurtz,Andreas,Sabine C Müller,Sabine C,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Huntingtin HTT1a is generated in a CAG repeat-length-dependent manner in human tissues.,Franziska Hoschek,Franziska,Andreas Neueder,Andreas,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Hurdles and signposts on the road to virtual control groups-A case study illustrating the influence of anesthesia protocols on electrolyte levels in rats.,A Gurjanov,A,L A I Vaas,L A I,PASS,,,,,,,,,PASS,,,,,,,,male,0.6,PASS,
"Hybrid asexuality as a primary postzygotic barrier between nascent species: On the interconnection between asexuality, hybridization and speciation.",Karel Janko,Karel,Lukáš Choleva,Lukáš,PASS,,,,,,,male,0.96,PASS,,,,,,,,male,1.0,PASS,
Hybrid transcriptome sequencing approach improved assembly and gene annotation in Cynara cardunculus (L.).,Giuseppe D Puglia,Giuseppe D,Salvatore A Raccuia,Salvatore A,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
HydraPsiSeq: a method for systematic and quantitative mapping of pseudouridines in RNA.,Virginie Marchand,Virginie,Yuri Motorin,Yuri,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.61,PASS,
Hypomagnesaemia with varying degrees of extrarenal symptoms as a consequence of heterozygous CNNM2 variants.,Willem Bosman,Willem,Joost G J Hoenderop,Joost G J,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
IDSM ChemWebRDF: SPARQLing small-molecule datasets.,Jakub Galgonek,Jakub,Jiří Vondrášek,Jiří,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
ILoReg: a tool for high-resolution cell population identification from single-cell RNA-seq data.,Johannes Smolander,Johannes,Laura L Elo,Laura L,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
"IMGT® databases, related tools and web resources through three main axes of research and development.",Taciana Manso,Taciana,Sofia Kossida,Sofia,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
ISMB/ECCB 2023 organization benefited from the strengths of the French bioinformatics community.,Anna-Sophie Fiston-Lavier,Anna-Sophie,Marie-France Sagot,Marie-France,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
ITSoneDB: a comprehensive collection of eukaryotic ribosomal RNA Internal Transcribed Spacer 1 (ITS1) sequences.,Monica Santamaria,Monica,Graziano Pesole,Graziano,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
ITSoneWB: profiling global taxonomic diversity of eukaryotic communities on Galaxy.,Marco A Tangaro,Marco A,Monica Santamaria,Monica,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
IUPred3: prediction of protein disorder enhanced with unambiguous experimental annotation and visualization of evolutionary conservation.,Gábor Erdős,Gábor,Zsuzsanna Dosztányi,Zsuzsanna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Identification and Characterization of ATOH7-Regulated Target Genes and Pathways in Human Neuroretinal Development.,David Atac,David,Wolfgang Berger,Wolfgang,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Identification and Characterization of Post-activated B Cells in Systemic Autoimmune Diseases.,Sarah Y Weißenberg,Sarah Y,Thomas Dörner,Thomas,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"Identification and Characterization of an RRM-Containing, RNA Binding Protein in Acinetobacter baumannii.",Caterina Ciani,Caterina,Alessandro Provenzani,Alessandro,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Identification and characterization of abundant repetitive sequences in Allium cepa.,Jiaping Fu,Jiaping,Lijia Li,Lijia,PASS,,,,,,,male,0.53,PASS,,,,,,,,female,0.92,PASS,
"Identification and characterization of repetitive DNA in the genus Didelphis Linnaeus, 1758 (Didelphimorphia, Didelphidae) and the use of satellite DNAs as phylogenetic markers.",Cayo Augusto Rocha Dias,Cayo Augusto Rocha,Fernando Araújo Perini,Fernando Araújo,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,1.0,PASS,
Identification and genome reconstruction of abundant distinct taxa in microbiomes from one thermophilic and three mesophilic production-scale biogas plants.,Yvonne Stolze,Yvonne,Andreas Schlüter,Andreas,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"Identification of Iguania Ancestral Syntenic Blocks and Putative Sex Chromosomes in the Veiled Chameleon (Chamaeleo calyptratus, Chamaeleonidae, Iguania).",Katerina V Tishakova,Katerina V,Vladimir A Trifonov,Vladimir A,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Identification of Inhibitors of SARS-CoV-2 3CL-Pro Enzymatic Activity Using a Small Molecule in Vitro Repurposing Screen.,Maria Kuzikov,Maria,Andrea Zaliani,Andrea,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.69,PASS,
Identification of New QTLs for Dietary Fiber Content in Aegilops biuncialis.,László Ivanizs,László,István Molnár,István,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Identification of New Toxicity Mechanisms in Drug-Induced Liver Injury through Systems Pharmacology.,Aurelio A Moya-García,Aurelio A,Juan A G Ranea,Juan A G,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Identification of Proteins and Genes Expressed by Methylophaga thiooxydans During Growth on Dimethylsulfide and Their Presence in Other Members of the Genus.,Eileen Kröber,Eileen,Hendrik Schäfer,Hendrik,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Identification of Three Early Phases of Cell-Fate Determination during Osteogenic and Adipogenic Differentiation by Transcription Factor Dynamics.,Jeroen van de Peppel,Jeroen,Johannes P van Leeuwen,Johannes P,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Identification of a circular code periodicity in the bacterial ribosome: origin of codon periodicity in genes?,Christian J Michel,Christian J,Julie D Thompson,Julie D,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Identification of disease- and headache-specific mediators and pathways in migraine using blood transcriptomic and metabolomic analysis.,Timea Aczél,Timea,Zsuzsanna Helyes,Zsuzsanna,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
Identification of human genetic variants modulating the course of COVID-19 infection with importance in other viral infections.,Lana Salihefendić,Lana,Adna Ašić,Adna,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.85,PASS,
Identification of inhibitors of SARS-CoV-2 3CL-Pro enzymatic activity using a small molecule in-vitro repurposing screen,Maria Kuzikov,Maria,Andrea Zaliani,Andrea,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.69,PASS,
Identification of inhibitors of SARS-CoV-2 in-vitro cellular toxicity in human (Caco-2) cells using a large scale drug repurposing collection,Bernhard Ellinger,Bernhard,Sandra Ciesek,Sandra,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Identification of isolated or mixed strains from long reads: a challenge met on Streptococcus thermophilus using a MinION sequencer.,Grégoire Siekaniec,Grégoire,Jacques Nicolas,Jacques,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Identification of key lipids critical for platelet activation by comprehensive analysis of the platelet lipidome.,Bing Peng,Bing,Robert Ahrends,Robert,PASS,,,,,,,male,0.8,PASS,,,,,,,,male,1.0,PASS,
Identification of mutations in SARS-CoV-2 PCR primer regions,Anikó Mentes,Anikó,Orsolya Anna Pipek,Orsolya Anna,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
Identification of mutations in SARS-CoV-2 PCR primer regions.,Anikó Mentes,Anikó,Orsolya Anna Pipek,Orsolya Anna,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
Identification of neoplasm-specific signatures of miRNA interactions by employing a systems biology approach.,Reza Arshinchi Bonab,Reza,Athanasia Pavlopoulou,Athanasia,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,1.0,PASS,
Identification of productive and futile encounters in an electron transfer protein complex.,Witold Andrałojć,Witold,Marcellus Ubbink,Marcellus,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Identification of repetitive units in protein structures with ReUPred.,Layla Hirsh,Layla,Silvio C E Tosatto,Silvio C E,PASS,,,,,,,female,0.96,PASS,,,,,,,,male,1.0,PASS,
Identification of sample-specific regulations using integrative network level analysis.,Chengyu Liu,Chengyu,Sampsa Hautaniemi,Sampsa,PASS,,,,,,,male,0.77,PASS,,,,,,,,male,1.0,PASS,
Identification of the regulatory circuit governing corneal epithelial fate determination and disease.,Jos G A Smits,Jos G A,Huiqing Zhou,Huiqing,PASS,,,,,,,male,0.97,PASS,,,,,,,,female,0.86,PASS,
Identification of tissue-specific and common methylation quantitative trait loci in healthy individuals using MAGAR.,Michael Scherer,Michael,Jörn Walter,Jörn,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Identification of transcription factor high accumulation DNA zones.,Silvia Cascianelli,Silvia,Marco Masseroli,Marco,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"Identifiers for the 21st century: How to design, provision, and reuse persistent identifiers to maximize utility and impact of life science data.",Julie A McMurry,Julie A,Helen Parkinson,Helen,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Identifying Differences in the Performance of Machine Learning Models for Off-Targets Trained on Publicly Available and Proprietary Data Sets.,Aljoša Smajić,Aljoša,Gerhard F Ecker,Gerhard F,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,1.0,PASS,
Identifying ELIXIR Core Data Resources.,Christine Durinx,Christine,Alfonso Valencia,Alfonso,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Identifying aberrant pathways through integrated analysis of knowledge in pharmacogenomics.,Robert Hoehndorf,Robert,Georgios V Gkoutos,Georgios V,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Identifying and profiling structural similarities between Spike of SARS-CoV-2 and other viral or host proteins with Machaon.,Panos Kakoulidis,Panos,Ema Anastasiadou,Ema,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.86,PASS,
Identifying frequent patterns in biochemical reaction networks: a workflow.,Fabienne Lambusch,Fabienne,Ron Henkel,Ron,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Identifying multiscale translational safety biomarkers using a network-based systems approach.,Giulia Callegaro,Giulia,Bob van de Water,Bob,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Identifying obstacles hindering the conduct of academic-sponsored trials for drug repurposing on rare-diseases: an analysis of six use cases.,Marta Del Álamo,Marta,Regina Demlová,Regina,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Identifying temporal patterns in patient disease trajectories using dynamic time warping: A population-based study.,Alexia Giannoula,Alexia,Laura I Furlong,Laura I,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
IgIDivA: immunoglobulin intraclonal diversification analysis.,Laura Zaragoza-Infante,Laura,Fotis Psomopoulos,Fotis,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
IgLON5 deficiency produces behavioral alterations in a knockout mouse model.,Jon Landa,Jon,Lidia Sabater,Lidia,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Illuminating G-Protein-Coupling Selectivity of GPCRs.,Asuka Inoue,Asuka,Robert B Russell,Robert B,PASS,,,,,,,female,0.93,PASS,,,,,,,,male,1.0,PASS,
Illuminating the Onco-GPCRome: Novel G protein-coupled receptor-driven oncocrine networks and targets for cancer immunotherapy.,Victoria Wu,Victoria,J Silvio Gutkind,J Silvio,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Image Based Liver Toxicity Prediction.,Ece Asilar,Ece,Gerhard F Ecker,Gerhard F,PASS,,,,,,,female,0.96,PASS,,,,,,,,male,1.0,PASS,
Image Quality Assessment Tool for Conventional and Dynamic Magnetic Resonance Imaging Acquisitions.,Katerina Nikiforaki,Katerina,Kostas Marias,Kostas,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Image processing tools for the validation of CryoEM maps.,C O S Sorzano,C O S,J M Carazo,J M,PASS,,,,,,,male,0.71,PASS,,,,,,,,male,0.88,PASS,
"Imaging biomarkers and radiomics in pediatric oncology: a view from the PRIMAGE (PRedictive In silico Multiscale Analytics to support cancer personalized diaGnosis and prognosis, Empowered by imaging biomarkers) project.",Diana Veiga-Canuto,Diana,Luis Martí-Bonmatí,Luis,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Immune Cell Associations with Cancer Risk.,Luis Palomero,Luis,Miquel Angel Pujana,Miquel Angel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Immunoinformatics-Based Proteome Mining to Develop a Next-Generation Vaccine Design against Borrelia burgdorferi: The Cause of Lyme Borreliosis.,Kashaf Khalid,Kashaf,Yasir Waheed,Yasir,PASS,,,,,,,female,0.76,PASS,,,,,,,,male,0.98,PASS,
