PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS
https://openalex.org/W2126679757,Lawrence Donehower,Lawrence,Allan Bradley,Allan,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2135937351,Allon Klein,Allon,Marc Kirschner,Marc,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2168206768,Donald Tomalia,Donald,William Goddard,William,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2165275387,Charles Dinarello,Charles,Charles Dinarello,Charles,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1845459216,Masato Enari,Masato,Shigekazu Nagata,Shigekazu,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2159754384,D.R. Glick,D.R.,Kay Macleod,Kay,PASS,male,0.89,PASS,female,0.64,PASS
https://openalex.org/W2124911115,Robert Berg,Robert,Mariët Werf,Mariët,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2171582839,James Watson,James,James Watson,James,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2163448850,Mark Curtis,Mark,Ueli Grossniklaus,Ueli,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2164386968,Koji Atarashi,Koji,Kenya Honda,Kenya,PASS,male,0.99,PASS,female,0.9,PASS
https://openalex.org/W2180941170,J.C. Watkins,J.C.,Richard Evans,Richard,PASS,male,0.92,PASS,male,1.0,PASS
https://openalex.org/W2017429680,Sophie Chargé,Sophie,Michael Rudnicki,Michael,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2786390877,Pavel Afonine,Pavel,Paul Adams,Paul,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2127125241,Steven Nissen,Steven,Kathy Wolski,Kathy,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2035523654,Grazia Ambrosini,Grazia,Dario Altieri,Dario,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W1965404941,Tim Mitchison,Tim,Marc Kirschner,Marc,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1976626368,Howard Cedar,Howard,Yehudit Bergman,Yehudit,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W1995816895,Nathan Schmid,Nathan,Wilfred Gunsteren,Wilfred,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1820870565,Ajit Varki,Ajit,Marilynn Etzler,Marilynn,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2092722802,Wei Gu,Wei,R Roeder,R,PASS,male,0.69,PASS,,,PASS
https://openalex.org/W1984640298,M Casadaban,M,Stanley Cohen,Stanley,PASS,,,PASS,male,0.99,PASS
https://openalex.org/W2137022580,SM Frisch,SM,H. Francis,H.,PASS,male,0.7,PASS,male,0.78,PASS
https://openalex.org/W2169656611,Gestur Vidarsson,Gestur,Theo Rispens,Theo,PASS,male,1.0,PASS,male,0.97,PASS
https://openalex.org/W2172095199,John Heuser,John,Thomas Reese,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2024492396,Charles Cruz,Charles,Richard Matthay,Richard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2766437506,Gioele Manno,Gioele,Peter Kharchenko,Peter,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2113142309,Barry Smith,Barry,Suzanna Lewis,Suzanna,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W3003960907,Jie Li,Jie,Gang Wang,Gang,PASS,male,0.52,PASS,male,0.96,PASS
https://openalex.org/W1505978562,Ronald Ignotz,Ronald,Joan Massagué,Joan,PASS,male,1.0,PASS,female,0.83,PASS
https://openalex.org/W2008642796,Eva Benková,Eva,Jiřı́ Friml,Jiřı́,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2075811628,John Lord,John,H. Kosterlitz,H.,PASS,male,1.0,PASS,male,0.78,PASS
https://openalex.org/W2911489562,Jinhyuk Lee,Jinhyuk,Jaewoo Kang,Jaewoo,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2097493124,A. Vagin,A.,A. Teplyakov,A.,PASS,male,0.7,PASS,male,0.7,PASS
https://openalex.org/W2118001436,William Whitman,William,W. Wiebe,W.,PASS,male,1.0,PASS,male,0.88,PASS
https://openalex.org/W2138879032,Gunnar Heijne,Gunnar,Gunnar Heijne,Gunnar,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2041189078,William Jorgensen,William,Julian Tirado‐Rives,Julian,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2041440766,Gad Getz,Gad,David Berg,David,PASS,male,0.94,PASS,male,1.0,PASS
https://openalex.org/W2085741941,Takayuki Sugiura,Takayuki,Keizo Waku,Keizo,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2088475496,Takao Hensch,Takao,Takao Hensch,Takao,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2103717170,William Seeley,William,Michael Greicius,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2148521301,David Wishart,David,Brian Sykes,Brian,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W3016016792,Jinshui Zheng,Jinshui,Sarah Lebeer,Sarah,PASS,male,0.91,PASS,female,0.99,PASS
https://openalex.org/W2071510336,Peter Hollingsworth,Peter,Damon Little,Damon,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2108053853,Charles Hoffman,Charles,Fred Winston,Fred,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W4248078302,Helmut Sies,Helmut,Dean Jones,Dean,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1657827244,Kornélia Polyák,Kornélia,Bert Vogelstein,Bert,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2080936059,David Davies,David,David Davies,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2110417468,Johannes Köster,Johannes,Sven Rahmann,Sven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2218787476,M Burstein,M,R Morfin,R,PASS,,,PASS,,,PASS
https://openalex.org/W2136912731,Elliott Middleton,Elliott,T.C. Theoharides,T.C.,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2138696096,Susanne Caemmerer,Susanne,Graham Farquhar,Graham,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W1982533785,Fang Li,Fang,Stephen Harrison,Stephen,PASS,female,0.73,PASS,male,1.0,PASS
https://openalex.org/W2048191546,E. Sackmann,E.,E. Sackmann,E.,PASS,male,0.65,PASS,male,0.65,PASS
https://openalex.org/W2142541950,Ulrich Siebenlist,Ulrich,Keith Brown,Keith,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W4250731522,Raghu Kalluri,Raghu,Eric Neilson,Eric,PASS,male,0.97,PASS,male,1.0,PASS
https://openalex.org/W2105382539,H.J.G. Gundersen,H.J.G.,Mark West,Mark,PASS,,0.0,PASS,male,1.0,PASS
https://openalex.org/W2015344488,Dorit Shweiki,Dorit,Eli Keshet,Eli,PASS,female,1.0,PASS,male,0.61,PASS
https://openalex.org/W2102502076,Kazutaka Katoh,Kazutaka,Kazutaka Katoh,Kazutaka,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2103448494,M. Mesbah,M.,William Whitman,William,PASS,male,0.59,PASS,male,1.0,PASS
https://openalex.org/W2124620553,T. Wallace,T.,David Matthews,David,PASS,male,0.67,PASS,male,1.0,PASS
https://openalex.org/W2015556811,Alexey Nesvizhskii,Alexey,Ruedi Aebersold,Ruedi,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2519510391,Steven Marso,Steven,Tina Vilsbøll,Tina,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2091239909,Ueli Gubler,Ueli,Beth Hoffman,Beth,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2142237411,Minoru Kanehisa,Minoru,Masahiro Hattori,Masahiro,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2086634221,Glenn Martyna,Glenn,Mark Tuckerman,Mark,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1513741126,Liese Abell,Liese,Forrest Kendall,Forrest,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2031647610,Thompson Robinson,Thompson,Jéfferson Becker,Jéfferson,PASS,male,0.96,PASS,male,1.0,PASS
https://openalex.org/W2113504999,Chris Xu,Chris,Watt Webb,Watt,PASS,male,0.91,PASS,male,0.93,PASS
https://openalex.org/W2165398609,G. Chiara,G.,Assunta Impérato,Assunta,PASS,male,0.78,PASS,female,0.99,PASS
https://openalex.org/W2112927743,Robert Zucker,Robert,Wade Regehr,Wade,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1985538633,Rongbin Zhou,Rongbin,Jürg Tschopp,Jürg,PASS,male,0.97,PASS,male,1.0,PASS
https://openalex.org/W2198678228,A Keech,A,Markku Laakso,Markku,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W2112101570,Xiaohu Gao,Xiaohu,Shuming Nie,Shuming,PASS,male,0.93,PASS,male,0.71,PASS
https://openalex.org/W2099824652,Michael Pfaffl,Michael,Tanja Neuvians,Tanja,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2158743409,Judah Folkman,Judah,Judah Folkman,Judah,PASS,male,0.93,PASS,male,0.93,PASS
https://openalex.org/W2121180999,Robert Schmieder,Robert,Robert Edwards,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2084609653,A Wyllie,A,A Wyllie,A,PASS,,,PASS,,,PASS
https://openalex.org/W2123744385,Jean‐Louis Chiasson,Jean‐Louis,Markku Laakso,Markku,PASS,female,0.62,PASS,male,1.0,PASS
https://openalex.org/W2950954328,Martin Steinegger,Martin,Johannes Söding,Johannes,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2000302106,Reinhard Jahn,Reinhard,Richard Scheller,Richard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2156145269,Chaysavanh Manichanh,Chaysavanh,Chaysavanh Manichanh,Chaysavanh,PASS,female,0.5,PASS,female,0.5,PASS
https://openalex.org/W2163210644,Rebecca Nelson,Rebecca,David Eisenberg,David,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2074622157,Marion O’Leary,Marion,Marion O’Leary,Marion,PASS,female,0.97,PASS,female,0.97,PASS
https://openalex.org/W1607777232,Nika Danial,Nika,Stanley Korsmeyer,Stanley,PASS,female,0.9,PASS,male,0.99,PASS
https://openalex.org/W1828538530,Barry Jacobs,Barry,Efrain Azmitia,Efrain,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1985031521,Bayani Uttara,Bayani,Ritu Mahajan,Ritu,PASS,male,0.95,PASS,female,0.97,PASS
https://openalex.org/W2046017608,Þorsteinn Loftsson,Þorsteinn,Marcus Brewster,Marcus,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2088093088,Michael Berridge,Michael,Michael Berridge,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2887249435,Gang Chen,Gang,Wei Guo,Wei,PASS,male,0.96,PASS,male,0.69,PASS
https://openalex.org/W2167852161,Katherine Pollard,Katherine,Adam Siepel,Adam,PASS,female,1.0,PASS,male,0.98,PASS
https://openalex.org/W2362867671,Amie Sluiter,Amie,David Crocker,David,PASS,female,0.96,PASS,male,1.0,PASS
https://openalex.org/W1998038367,Vuk Stambolic,Vuk,Tak Mak,Tak,PASS,male,0.99,PASS,male,0.79,PASS
https://openalex.org/W2009004909,Catherine Dostert,Catherine,Jürg Tschopp,Jürg,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2131860315,Wei Xu,Wei,Yue Xiong,Yue,PASS,male,0.69,PASS,female,0.67,PASS
https://openalex.org/W3168436232,Jérôme Eberhardt,Jérôme,Stefano Forli,Stefano,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2418806051,Jingjin Ding,Jingjin,Feng Shao,Feng,PASS,female,0.7,PASS,male,0.92,PASS
https://openalex.org/W2127795553,Antoine Bordes,Antoine,Oksana Yakhnenko,Oksana,PASS,male,0.99,PASS,female,0.99,PASS
https://openalex.org/W1995819749,C. Marshall,C.,C. Marshall,C.,PASS,male,0.71,PASS,male,0.71,PASS
https://openalex.org/W1619082318,Jemeen Sreedharan,Jemeen,Christopher Shaw,Christopher,PASS,female,0.5,PASS,male,1.0,PASS
https://openalex.org/W1755902553,Dominique Toullec,Dominique,F. Loriolle,F.,PASS,male,0.52,PASS,male,0.77,PASS
https://openalex.org/W1967647423,Brian Bidlingmeyer,Brian,Thomas Tarvin,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2082056883,Jean‐Paul Vonsattel,Jean‐Paul,Edward Richardson,Edward,PASS,female,0.62,PASS,male,1.0,PASS
https://openalex.org/W2052684427,Min-Ling Zhang,Min-Ling,Zhi‐Hua Zhou,Zhi‐Hua,PASS,male,0.56,PASS,male,0.65,PASS
https://openalex.org/W2154385453,John O’Brien,John,François Pognan,François,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2154853638,Tom Dull,Tom,Luigi Naldini,Luigi,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W4210968583,A. Dunker,A.,Zoran Obradović,Zoran,PASS,male,0.7,PASS,male,1.0,PASS
https://openalex.org/W2087737282,John Littlefield,John,John Littlefield,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2096139589,Aleksandar Kostic,Aleksandar,Wendy Garrett,Wendy,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2030701238,Johan Skog,Johan,Breakefield Xo,Breakefield,PASS,male,0.99,PASS,,0.0,PASS
https://openalex.org/W296450459,Bharat Aggarwal,Bharat,Alok Bharti,Alok,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1843302206,Jung Suk,Jung,Laura Ensign,Laura,PASS,male,0.63,PASS,female,0.99,PASS
https://openalex.org/W2003144438,Amos Bairoch,Amos,Rolf Apweiler,Rolf,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1542263802,Atsushi Miyawaki,Atsushi,Roger Tsien,Roger,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2102752109,Aziz Sancar,Aziz,Stuart Linn,Stuart,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1999364829,Erik Dreaden,Erik,Mostafa El‐Sayed,Mostafa,PASS,male,0.99,PASS,male,0.98,PASS
https://openalex.org/W2109975826,R. Horsch,R.,R.T. Fraley,R.T.,PASS,male,0.77,PASS,female,0.55,PASS
https://openalex.org/W2010871897,Ikuko Ohtani,Ikuko,Hiroshi Kakisawa,Hiroshi,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2131487381,Genevieve Housman,Genevieve,Sibaji Sarkar,Sibaji,PASS,female,1.0,PASS,male,0.98,PASS
https://openalex.org/W2136847298,Sergei Pond,Sergei,Simon Frost,Simon,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2152848856,Susan Amara,Susan,Ronald Evans,Ronald,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2157645703,In-Hyun Park,In-Hyun,George Daley,George,PASS,female,0.73,PASS,male,0.99,PASS
https://openalex.org/W1996139192,Devika Chithrani,Devika,Warren Chan,Warren,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W4211099883,Dyonne Hartong,Dyonne,Thaddeus Dryja,Thaddeus,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W2896872272,Anand Mayakonda,Anand,H. Koeffler,H.,PASS,male,1.0,PASS,male,0.78,PASS
https://openalex.org/W32167704,Harold Dvorak,Harold,Ann Dvořàk,Ann,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2031240692,Ana Flores‐Mireles,Ana,Scott Hultgren,Scott,PASS,female,0.92,PASS,male,1.0,PASS
https://openalex.org/W2109154308,Jing Huang,Jing,Alexander MacKerell,Alexander,PASS,female,0.78,PASS,male,1.0,PASS
https://openalex.org/W1976261939,Paul Kussie,Paul,Nikola Pavletich,Nikola,PASS,male,1.0,PASS,male,0.58,PASS
https://openalex.org/W1999177172,Thomas Gilmore,Thomas,Thomas Gilmore,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2009127910,Andreas Pichlmair,Andreas,Caetano Sousa,Caetano,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2048938594,Andrea Musacchio,Andrea,Edward Salmon,Edward,PASS,female,0.69,PASS,male,1.0,PASS
https://openalex.org/W2107008239,Mikael Simons,Mikael,Graça Raposo,Graça,PASS,male,0.99,PASS,female,0.99,PASS
https://openalex.org/W2074759798,Howard Berg,Howard,Douglas Brown,Douglas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2559028527,Jacqueline MacArthur,Jacqueline,Helen Parkinson,Helen,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W2155524482,Alban Latrémolière,Alban,Clifford Woolf,Clifford,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1986662234,Oliver Thimm,Oliver,Mark Stitt,Mark,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2013246689,Andrew Sinclair,Andrew,Peter Goodfellow,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1987145582,Urban Lendahl,Urban,Ronald McKay,Ronald,PASS,male,0.9,PASS,male,1.0,PASS
https://openalex.org/W2155208683,Anne Monks,Anne,Marie Boyd,Marie,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W2117977572,Jun-Hao Li,Jun-Hao,Jian-Hua Yang,Jian-Hua,PASS,male,0.85,PASS,male,0.86,PASS
https://openalex.org/W2074509460,Brian Meyer,Brian,J. McLaughlin,J.,PASS,male,1.0,PASS,male,0.88,PASS
https://openalex.org/W2095450147,J. Garnier,J.,Barry Robson,Barry,PASS,male,0.88,PASS,male,0.99,PASS
https://openalex.org/W2170852633,María Yáñez‐Mó,María,Olivier Wever,Olivier,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2019591778,Michael Lynch,Michael,John Conery,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2144626145,Dorothea Bartels,Dorothea,Ramanjulu Sunkar,Ramanjulu,PASS,female,1.0,PASS,male,0.96,PASS
https://openalex.org/W2149799970,Sylvain Piry,Sylvain,Arnaud Estoup,Arnaud,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2409656339,Ara Koh,Ara,Fredrik Bäckhed,Fredrik,PASS,female,0.74,PASS,male,1.0,PASS
https://openalex.org/W2112192177,Sam Griffiths‐Jones,Sam,Anton Enright,Anton,PASS,male,0.9,PASS,male,0.99,PASS
https://openalex.org/W2094156327,Simone Reuter,Simone,Bharat Aggarwal,Bharat,PASS,female,0.57,PASS,male,0.99,PASS
https://openalex.org/W4298826872,Stef Buuren,Stef,Catharina Groothuis‐Oudshoorn,Catharina,PASS,male,0.7,PASS,female,1.0,PASS
https://openalex.org/W1752089945,Bin‐Bing Zhou,Bin‐Bing,Stephen Elledge,Stephen,PASS,male,0.95,PASS,male,1.0,PASS
https://openalex.org/W1988294855,Xi Chen,Xi,Huck‐Hui Ng,Huck‐Hui,PASS,female,0.88,PASS,male,0.96,PASS
https://openalex.org/W4300512186,Nevill Mott,Nevill,Nevill Mott,Nevill,PASS,male,0.95,PASS,male,0.95,PASS
https://openalex.org/W2038437697,Cheng Li,Cheng,Wing Wong,Wing,PASS,male,0.63,PASS,male,0.54,PASS
https://openalex.org/W2127892341,H. Barnett,H.,Barry Hunter,Barry,PASS,male,0.78,PASS,male,0.99,PASS
https://openalex.org/W2997280954,Christoph Hafemeister,Christoph,Rahul Satija,Rahul,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2081881251,Jie Kang,Jie,Benno Müller‐Hill,Benno,PASS,male,0.52,PASS,male,1.0,PASS
https://openalex.org/W2121091193,Gregory Hannum,Gregory,Kang Zhang,Kang,PASS,male,1.0,PASS,male,0.78,PASS
https://openalex.org/W2109587007,Mohammad Taherzadeh,Mohammad,Keikhosro Karimi,Keikhosro,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2590568317,Salman Banani,Salman,Michael Rosen,Michael,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2398894736,Michelle Rooks,Michelle,Wendy Garrett,Wendy,PASS,female,1.0,PASS,female,0.99,PASS
https://openalex.org/W1995330222,David McKemy,David,David Julius,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1979046104,Scott Weiner,Scott,Paul Weiner,Paul,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2114611642,Kerstin Lindblad‐Toh,Kerstin,Eric Lander,Eric,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2155142785,Michael Smoot,Michael,Trey Ideker,Trey,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2165011536,Joseph DeRisi,Joseph,Patrick Brown,Patrick,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1984412128,Ian Wilson,Ian,Don Wiley,Don,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2028242823,Gustavo González,Gustavo,Marc Montminy,Marc,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1971224531,Stuart Kauffman,Stuart,Stuart Kauffman,Stuart,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2044057392,Chu‐Xia Deng,Chu‐Xia,Philip Leder,Philip,PASS,male,0.77,PASS,male,1.0,PASS
https://openalex.org/W2053943711,Lukas Käll,Lukas,Michael MacCoss,Michael,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1989076816,Douglas Ross,Douglas,Patrick Brown,Patrick,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2041993682,Rebecca Burrell,Rebecca,Charles Swanton,Charles,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2066444129,Charles Hanes,Charles,F. Isherwood,F.,PASS,male,1.0,PASS,male,0.77,PASS
https://openalex.org/W2131464730,Claire Lewis,Claire,Jeffrey Pollard,Jeffrey,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2096451658,Philip Zimmermann,Philip,Wilhelm Gruissem,Wilhelm,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2164004777,Pauline Ng,Pauline,Steven Henikoff,Steven,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2169302611,Michael Gottesman,Michael,Michael Gottesman,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2001496424,Gonzalo Navarro,Gonzalo,Gonzalo Navarro,Gonzalo,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2007649442,Barry Halliwell,Barry,Barry Halliwell,Barry,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W4292820908,Rony Seger,Rony,Edwin Krebs,Edwin,PASS,male,0.89,PASS,male,1.0,PASS
https://openalex.org/W1984513597,Ralph DeFronzo,Ralph,Eleuterio Ferrannini,Eleuterio,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2198153867,Jeffrey Quinn,Jeffrey,Howard Chang,Howard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2005334224,Kai Kessenbrock,Kai,Zena Werb,Zena,PASS,male,0.91,PASS,female,0.97,PASS
https://openalex.org/W2061425021,Uri Alon,Uri,Uri Alon,Uri,PASS,male,0.95,PASS,male,0.95,PASS
https://openalex.org/W2116846792,Catherine Lozupone,Catherine,Rob Knight,Rob,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2145189896,Jerrold Turner,Jerrold,Jerrold Turner,Jerrold,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2138820253,Germán Rosano,Germán,Eduardo Ceccarelli,Eduardo,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2073795835,Gabriel Silva,Gabriel,Samuel Stupp,Samuel,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2123411711,Lucas Ward,Lucas,M Kellis,M,PASS,male,0.99,PASS,,,PASS
https://openalex.org/W2146877877,Ralph DeFronzo,Ralph,Eleuterio Ferrannini,Eleuterio,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2154746182,Álvaro Rada-Iglesias,Álvaro,Joanna Wysocka,Joanna,PASS,male,0.99,PASS,female,0.99,PASS
https://openalex.org/W2390806247,Charles Shaw,Charles,Rupi Prasad,Rupi,PASS,male,1.0,PASS,female,0.52,PASS
https://openalex.org/W2058648826,Bin‐Zhi Qian,Bin‐Zhi,Jeffrey Pollard,Jeffrey,PASS,male,0.95,PASS,male,1.0,PASS
https://openalex.org/W2164277862,Zahid Siddik,Zahid,Zahid Siddik,Zahid,PASS,male,0.98,PASS,male,0.98,PASS
https://openalex.org/W1992450378,Keld Fosgerau,Keld,Torsten Hoffmann,Torsten,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2103019454,James Albus,James,James Albus,James,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2050869737,Azra Krek,Azra,Nikolaus Rajewsky,Nikolaus,PASS,female,0.95,PASS,male,1.0,PASS
https://openalex.org/W1996481160,Kaneto Uekama,Kaneto,Tetsumi Irie,Tetsumi,PASS,male,0.89,PASS,male,1.0,PASS
https://openalex.org/W2004172747,Gerda Egger,Gerda,Peter Jones,Peter,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2144701362,Hua Zou,Hua,Xiaodong Wang,Xiaodong,PASS,male,0.52,PASS,male,0.88,PASS
https://openalex.org/W2024306318,Michael Cardone,Michael,John Reed,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W4307425304,Minoru Kanehisa,Minoru,Mari Ishiguro-Watanabe,Mari,PASS,male,1.0,PASS,female,0.97,PASS
https://openalex.org/W2058723245,Alison Goate,Alison,John Hardy,John,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W2474747771,Gil Stelzer,Gil,Doron Lancet,Doron,PASS,male,0.96,PASS,male,0.97,PASS
https://openalex.org/W1998767819,Minoru Kanehisa,Minoru,Mikio Tanabe,Mikio,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1645305843,Michael Elowitz,Michael,Stanislas Leibler,Stanislas,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W1981711832,Pixu Liu,Pixu,Jean Zhao,Jean,PASS,male,0.66,PASS,female,0.62,PASS
https://openalex.org/W3115880421,Luisa Statello,Luisa,Maite Huarte,Maite,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W2063669247,Karen Vousden,Karen,Xin Lü,Xin,PASS,female,0.99,PASS,female,0.64,PASS
https://openalex.org/W1709815505,Timothy Bailey,Timothy,William Noble,William,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2153544371,Aron Marchler‐Bauer,Aron,Stephen Bryant,Stephen,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2081678712,John Johnson,John,Philippe Ascher,Philippe,PASS,male,1.0,PASS,male,1.0,PASS
